"term","Estimate","Std. Error","t value","Pr(>|t|)","lower_ci","upper_ci","field","stars","model"
"as.factor(year)2020",87.7355829082811,18.9951384839585,4.6188440785717,3.8846974076266e-06,50.503371602646,124.967794213916,"medicine","***","Twitter attention"
"as.factor(year)2021",-0.874995645785005,14.6359015302059,-0.0597841987375473,0.952328153235658,-29.5627032337707,27.8127119422007,"medicine","","Twitter attention"
"as.factor(year)2022",-19.5985386913592,9.92181546522622,-1.97529764185272,0.0482491483029184,-39.0462058009616,-0.150871581756903,"medicine","*","Twitter attention"
"as.factor(year)2023",-29.520267515414,11.5017703415455,-2.56658467686353,0.0102783109966601,-52.0647909000134,-6.97574413081451,"medicine","*","Twitter attention"
"R^2",0.339,0.339,0.339,0.339,0.339,0.339,"medicine","","Twitter attention"
"(Intercept)",0.265847846196538,0.359764527151843,0.738949579885439,0.460042082858235,-0.439792170586165,0.97148786297924,"arts","","Twitter attention"
"alt_twitter_l",0.422221166004133,0.156600643800584,2.69616494387974,0.00708516126481414,0.115065589009221,0.729376742999046,"arts","*","Twitter attention"
"cited_by_total_all_l",0.000145060080243602,0.000847289065021001,0.171204947912323,0.864083482947235,-0.00151680768308059,0.0018069278435678,"arts","","Twitter attention"
"inferred_genderw",-0.25061777916421,0.751258701349334,-0.333597173269442,0.738725684280693,-1.72413215487294,1.22289659654452,"arts","","Twitter attention"
"news_all_total_l",-0.00502373629770283,0.00283320121417484,-1.77316608244006,0.0763845193650843,-0.0105807604105201,0.000533287815114488,"arts",".","Twitter attention"
"alt_online_all_total_l",0.0258643949880501,0.0493473691875638,0.524129156505638,0.600258683106832,-0.0709252432160464,0.122654033192147,"arts","","Twitter attention"
"coa_tot_cited_by_total_l",6.86820673909815e-06,1.81123560774668e-05,0.379200072576022,0.704587796006674,-2.86572613987976e-05,4.23936748769939e-05,"arts","","Twitter attention"
"coa_online_all_total_l",-0.00396014189417022,0.0207483373680392,-0.190865505217321,0.848654305841944,-0.0446558081526087,0.0367355243642683,"arts","","Twitter attention"
"coa_twitter_total_l",-0.00176385931551698,0.00471258843150352,-0.374286730350911,0.708238806870183,-0.0110071024062751,0.00747938377524108,"arts","","Twitter attention"
"as.factor(year)2014",0.315356287033012,0.162227439907963,1.94391458813579,0.05207452462195,-0.00283565458371843,0.633548228649742,"arts",".","Twitter attention"
"as.factor(year)2015",0.404307155625401,0.377510505217568,1.07098252906204,0.284332971600006,-0.336139717628837,1.14475402887964,"arts","","Twitter attention"
"as.factor(year)2016",0.292434063502327,0.120103652534887,2.43484737832917,0.0150028023437989,0.0568634694214611,0.528004657583192,"arts","*","Twitter attention"
"as.factor(year)2017",1.03222509695591,0.366344701027838,2.81763348578493,0.0048952114685816,0.31367876603198,1.75077142787983,"arts","*","Twitter attention"
"as.factor(year)2018",1.86590866662922,0.698660005591448,2.67069626384244,0.00764332456985382,0.495561061839172,3.23625627141927,"arts","*","Twitter attention"
"as.factor(year)2019",3.18911942862981,1.71842217647131,1.85584163908923,0.0636532509834965,-0.181383669729303,6.55962252698892,"arts",".","Twitter attention"
"as.factor(year)2020",2.90838952708378,0.995595342240293,2.92125666291217,0.00353332485720322,0.955634708344497,4.86114434582306,"arts","*","Twitter attention"
"as.factor(year)2021",6.70672199453241,3.10139938368507,2.16248253282475,0.0307234262970128,0.623655577509796,12.789788411555,"arts","*","Twitter attention"
"as.factor(year)2022",4.06493826965684,1.88982374498538,2.1509615806464,0.0316231871573859,0.35824914806649,7.77162739124719,"arts","*","Twitter attention"
"as.factor(year)2023",2.1322419509738,0.856861787837409,2.48843160150164,0.0129281886120868,0.451598305707318,3.81288559624028,"arts","*","Twitter attention"
"R^2",0.175,0.175,0.175,0.175,0.175,0.175,"arts","","Twitter attention"
