"term","Estimate","Std. Error","z value","Pr(>|z|)","lower_ci","upper_ci","field","stars","model"
"as.factor(year)2021",-1.43631790633685,0.137207169938452,-10.4682423446321,1.20866314259641e-25,-1.70523901783688,-1.16739679483681,"soc_sci","***","Twitter attention"
"as.factor(year)2022",-1.6878791044796,0.148120616547721,-11.3953016387547,4.4129900889069e-30,-1.978190178281,-1.39756803067819,"soc_sci","***","Twitter attention"
"as.factor(year)2023",-1.32899416721123,0.137294393109305,-9.67988668082879,3.67122680403431e-22,-1.59808623298476,-1.05990210143771,"soc_sci","***","Twitter attention"
"R^2",0.324,0.324,0.324,0.324,0.324,0.324,"soc_sci","","Twitter attention"
"(Intercept)",-2.29597197985702,0.0847298955437067,-27.0975429052981,1.05252551954257e-161,-2.46203952353652,-2.12990443617751,"medicine","***","Twitter attention"
"alt_twitter_l",0.0089231426592985,0.000228209757226044,39.1006185176388,0,0.00847585975421483,0.00937042556438218,"medicine","***","Twitter attention"
"cited_by_total_all_l",2.17720740119307e-05,4.08734474632605e-06,5.32670360910975,1.00011159379097e-07,1.37610255167327e-05,2.97831225071288e-05,"medicine","***","Twitter attention"
"inferred_genderw",-0.0402474743818421,0.0669157605781507,-0.601464797442408,0.547530451617574,-0.171399955113123,0.0909050063494384,"medicine","","Twitter attention"
"news_all_total_l",-0.000167788619791551,0.000374484904973172,-0.448051757396125,0.654115843638052,-0.000901765546292872,0.000566188306709771,"medicine","","Twitter attention"
"alt_online_all_total_l",6.96877980157994e-05,0.000270197309836036,0.257914477601898,0.79647291126684,-0.000459889197982441,0.00059926479401404,"medicine","","Twitter attention"
"coa_tot_cited_by_total_l",7.99066514290224e-07,3.05557246587786e-07,2.61511230125794,0.00891981223007054,2.00185315762939e-07,1.39794771281751e-06,"medicine","*","Twitter attention"
"coa_online_all_total_l",1.34007987986259e-05,9.4753620516668e-05,0.141427828567971,0.887531971195725,-0.000172312884818819,0.000199114482416071,"medicine","","Twitter attention"
"coa_twitter_total_l",-2.82863842088335e-06,1.05001872940757e-05,-0.269389330081694,0.787630096139582,-2.34086273481967e-05,1.775135050643e-05,"medicine","","Twitter attention"
"as.factor(year)2014",-0.134450248991169,0.115313250268634,-1.1659566327196,0.243631979815624,-0.360460066457946,0.0915595684756071,"medicine","","Twitter attention"
"as.factor(year)2015",-0.265810424104661,0.116894120061815,-2.2739417856441,0.0229694868942991,-0.49491868943032,-0.0367021587790017,"medicine","*","Twitter attention"
"as.factor(year)2016",-0.552161388732705,0.121575294251919,-4.54172364648823,5.57961519290055e-06,-0.790444586876325,-0.313878190589084,"medicine","***","Twitter attention"
"as.factor(year)2017",-0.722555505282454,0.124126296620644,-5.82113158093111,5.84505290720944e-09,-0.965838576193252,-0.479272434371656,"medicine","***","Twitter attention"
"as.factor(year)2018",-1.1589144584869,0.134552891234019,-8.61307733975983,7.11250766563886e-18,-1.42263327932131,-0.895195637652486,"medicine","***","Twitter attention"
"as.factor(year)2019",-1.5159065698846,0.143096088345369,-10.5936268937407,3.18987813055395e-26,-1.79636974937008,-1.23544339039911,"medicine","***","Twitter attention"
"as.factor(year)2020",-1.70855171817933,0.150015347695329,-11.3891794701518,4.73426799687917e-30,-2.00257639679043,-1.41452703956824,"medicine","***","Twitter attention"
"as.factor(year)2021",-2.21395944854995,0.169967956347987,-13.025746123682,8.73431037760812e-39,-2.54709052151788,-1.88082837558202,"medicine","***","Twitter attention"
"as.factor(year)2022",-2.00191483552844,0.16030713501284,-12.4879958422817,8.6813013269566e-36,-2.3161110466184,-1.68771862443847,"medicine","***","Twitter attention"
"as.factor(year)2023",-1.63911616164808,0.150408966362992,-10.8977290468993,1.18169818035863e-27,-1.93391231867144,-1.34432000462472,"medicine","***","Twitter attention"
"R^2",0.334,0.334,0.334,0.334,0.334,0.334,"medicine","","Twitter attention"
"(Intercept)",19.4069413338821,999.928672180738,0.019408325687429,0.984515368722237,-1940.41724324932,1979.23112591709,"arts","","Twitter attention"
"alt_twitter_l",0.127130074342111,0.0151341941737998,8.40018787139639,4.457648851185e-17,0.0974675988264275,0.156792549857795,"arts","***","Twitter attention"
"cited_by_total_all_l",0.000290071997678885,0.00014947840177761,1.94056127326305,0.0523115152785481,-2.9002862718391e-06,0.000583044281629609,"arts",".","Twitter attention"
"inferred_genderw",0.294696962454792,0.188925741871414,1.55985605527154,0.118793901248499,-0.0755906873656899,0.664984612275273,"arts","","Twitter attention"
"news_all_total_l",-7.38285195370768e-06,0.00112776848925968,-0.00654642510765141,0.994776745785866,-0.00221776847380183,0.00220300276989442,"arts","","Twitter attention"
"alt_online_all_total_l",-0.0157652285889715,0.0120002608546853,-1.31374049113409,0.18893354977186,-0.0392853076692406,0.0077548504912976,"arts","","Twitter attention"
"coa_tot_cited_by_total_l",-3.0907114434862e-06,4.28569922544793e-06,-0.721168537711174,0.470805826685387,-1.14905275739354e-05,5.30910468696296e-06,"arts","","Twitter attention"
"coa_online_all_total_l",-0.00133053430257505,0.00274303075611726,-0.485059928550862,0.627633835713389,-0.00670677579305055,0.00404570718790044,"arts","","Twitter attention"
"coa_twitter_total_l",0.00065279772722367,0.000728419979149282,0.896183171672569,0.370154941925513,-0.000774879197528339,0.00208047465197568,"arts","","Twitter attention"
"as.factor(year)2014",0.00565456863529318,1347.30889135289,4.19693558885015e-06,0.999996651329891,-2640.67124853361,2640.68255767089,"arts","","Twitter attention"
"as.factor(year)2015",-0.00901354723401831,1334.38470702251,-6.75483403442981e-06,0.999994610422213,-2615.35498083239,2615.33695373792,"arts","","Twitter attention"
"as.factor(year)2016",-0.0276505858706746,1278.96015955633,-2.16195834280457e-05,0.999982750068173,-2506.74350097787,2506.68819980613,"arts","","Twitter attention"
"as.factor(year)2017",-21.3221434482634,999.928691959907,-0.0213236639969506,0.982987466989476,-1981.14636679793,1938.5020799014,"arts","","Twitter attention"
"as.factor(year)2018",-21.4290668007349,999.928694350842,-0.0214305949232177,0.982902167946652,-1981.25329483655,1938.39516123508,"arts","","Twitter attention"
"as.factor(year)2019",-21.6580202013897,999.928699233356,-0.0216595645449469,0.982719519017845,-1981.48225780675,1938.16621740397,"arts","","Twitter attention"
"as.factor(year)2020",-21.5434701460224,999.928697230283,-0.0215450063646497,0.982810901896371,-1981.36770382543,1938.28076353339,"arts","","Twitter attention"
"as.factor(year)2021",-21.73322290447,999.928702670704,-0.0217347725357046,0.982659525846253,-1981.55746724691,1938.09102143797,"arts","","Twitter attention"
"as.factor(year)2022",-21.9091100370487,999.928712330701,-0.0219106719977882,0.982519211796327,-1981.73337331273,1937.91515323864,"arts","","Twitter attention"
"as.factor(year)2023",-21.6067391981906,999.928705795844,-0.021608279743298,0.982760428794728,-1981.43098966579,1938.21751126941,"arts","","Twitter attention"
"R^2",0.636,0.636,0.636,0.636,0.636,0.636,"arts","","Twitter attention"
