"term","Estimate","Std. Error","z value","Pr(>|z|)","lower_ci","upper_ci","field","stars","model"
"cited_by_total_all_l",3.02567141180638e-05,9.5896800010371e-06,3.15513282140714,0.00160425054048278,1.14612866927671e-05,4.90521415433605e-05,"soc_sci","*","Twitter attention"
"inferred_genderw",0.111356907165611,0.150108274361271,0.741843896610286,0.458181920989311,-0.182849904363937,0.405563718695159,"soc_sci","","Twitter attention"
"news_all_total_l",0.000481077289025018,0.000222221411656215,2.16485569702556,0.0303987378912719,4.55313255851882e-05,0.000916623252464849,"soc_sci","*","Twitter attention"
"alt_online_all_total_l",0.000675410603061122,0.000616355070074963,1.09581414326482,0.273160117787067,-0.000532623135974467,0.00188344434209671,"soc_sci","","Twitter attention"
"coa_tot_cited_by_total_l",1.43915701439234e-06,7.07099820652913e-07,2.03529540293684,0.041821158458288,5.32668324379001e-08,2.82504719634678e-06,"soc_sci","*","Twitter attention"
"coa_online_all_total_l",0.000122746103246792,0.000261106681290325,0.470099434607385,0.638283978105307,-0.000389013588205023,0.000634505794698608,"soc_sci","","Twitter attention"
"coa_twitter_total_l",-1.29231120229826e-05,3.35400461684906e-05,-0.385303942578449,0.700012240858677,-7.86603945530348e-05,5.28141705070695e-05,"soc_sci","","Twitter attention"
"as.factor(year)2014",0.260179832336308,0.124971326528081,2.08191622482174,0.0373501225148466,0.0152405332410737,0.505119131431542,"soc_sci","*","Twitter attention"
"as.factor(year)2015",0.621291533353465,0.214001633269884,2.90320930667822,0.00369359690759345,0.201856039511745,1.04072702719519,"soc_sci","*","Twitter attention"
"as.factor(year)2016",0.643009441181438,0.136620595414325,4.70653373476673,2.51964305913189e-06,0.375237994622943,0.910780887739933,"soc_sci","***","Twitter attention"
"as.factor(year)2017",1.15923971802315,0.126399066341209,9.17126804476406,4.67487075731523e-20,0.911502100314887,1.40697733573141,"soc_sci","***","Twitter attention"
"as.factor(year)2018",1.07632544783911,0.188450567360178,5.71144710741023,1.12019514271695e-08,0.706969122947017,1.44568177273119,"soc_sci","***","Twitter attention"
"as.factor(year)2019",1.33645776091561,0.138149739964699,9.67397956201085,3.88952374915163e-22,1.06568924611123,1.60722627572,"soc_sci","***","Twitter attention"
"as.factor(year)2020",1.22568418847863,0.123824334699627,9.89857277611783,4.22257819726289e-23,0.98299295205773,1.46837542489954,"soc_sci","***","Twitter attention"
"as.factor(year)2021",1.26383183627422,0.121806689378069,10.375717809319,3.19799878628722e-25,1.02509511201715,1.50256856053129,"soc_sci","***","Twitter attention"
"as.factor(year)2022",1.13967491427748,0.145302338603886,7.84347261873318,4.38254719069998e-15,0.854887563744419,1.42446226481054,"soc_sci","***","Twitter attention"
"as.factor(year)2023",0.628311723831444,0.184702064854018,3.40175798428697,0.000669539011770324,0.266302328847388,0.990321118815501,"soc_sci","***","Twitter attention"
"(Intercept)",2.96525424320946,0.0968504725257202,30.61682783656,7.30859219353446e-206,2.77543080517336,3.15507768124555,"medicine","***","Twitter attention"
"alt_twitter_l",0.000266621079210614,2.57602391578944e-05,10.3501010831612,4.18044200061767e-25,0.000216131938228003,0.000317110220193226,"medicine","***","Twitter attention"
"cited_by_total_all_l",1.44884498897702e-05,6.45617618256508e-06,2.24412244648718,0.0248245241054799,1.83457709409737e-06,2.71423226854431e-05,"medicine","*","Twitter attention"
"inferred_genderw",-0.196844956236433,0.125035736399729,-1.57430956864312,0.115415898697352,-0.441910496360346,0.0482205838874809,"medicine","","Twitter attention"
"news_all_total_l",0.000334771488574013,0.000391489212301617,0.855123150407766,0.392482974657591,-0.00043253326787311,0.00110207624502114,"medicine","","Twitter attention"
"alt_online_all_total_l",0.00051063517175312,0.000224014321990587,2.27947555859654,0.0226388112633322,7.15751686304102e-05,0.000949695174875831,"medicine","*","Twitter attention"
"coa_tot_cited_by_total_l",2.98360652577043e-07,4.47691953783515e-07,0.666441847023496,0.505128722230493,-5.79099453007017e-07,1.1758207581611e-06,"medicine","","Twitter attention"
"coa_online_all_total_l",0.000109168185101816,5.98061623953844e-05,1.82536683059672,0.0679456912439445,-8.04973924669153e-06,0.000226386109450323,"medicine",".","Twitter attention"
"coa_twitter_total_l",-8.47102829923293e-06,1.0359565546942e-05,-0.817701115056263,0.413527873610242,-2.87754036667213e-05,1.18333470682554e-05,"medicine","","Twitter attention"
"as.factor(year)2014",0.225860188992762,0.0629404288161257,3.58847553537633,0.000332617198218568,0.102499215341649,0.349221162643875,"medicine","***","Twitter attention"
"as.factor(year)2015",0.83904002245562,0.0729670123609557,11.4988951213327,1.33614822459901e-30,0.696027306168657,0.982052738742582,"medicine","***","Twitter attention"
"as.factor(year)2016",0.980218676494083,0.0704441073243707,13.9148427558393,5.14730126242216e-44,0.842150763215243,1.11828658977292,"medicine","***","Twitter attention"
"as.factor(year)2017",1.32229768952479,0.0824058470950535,16.0461634233254,6.08086621449618e-58,1.16078519710297,1.48381018194661,"medicine","***","Twitter attention"
"as.factor(year)2018",1.62067851740718,0.0970086676382515,16.7065331053792,1.17469561735231e-62,1.43054502264799,1.81081201216637,"medicine","***","Twitter attention"
"as.factor(year)2019",1.56520811487195,0.0966382221369444,16.1965739876083,5.33158509271425e-59,1.37580067995356,1.75461554979034,"medicine","***","Twitter attention"
"as.factor(year)2020",2.02055017483284,0.134161824073114,15.0605448963761,2.94350923011903e-51,1.75759783154934,2.28350251811635,"medicine","***","Twitter attention"
"as.factor(year)2021",1.65913879347491,0.150503338368321,11.023933498502,2.92970531555229e-28,1.36415767071996,1.95411991622987,"medicine","***","Twitter attention"
"as.factor(year)2022",1.05638579699396,0.148162364521434,7.12991993888657,1.00427324695138e-12,0.765992898667649,1.34677869532026,"medicine","***","Twitter attention"
"as.factor(year)2023",1.01278705498011,0.164739399707783,6.14781319330168,7.8558476230421e-10,0.689903764718107,1.33567034524211,"medicine","***","Twitter attention"
"(Intercept)",-2.1197735170061,0.522883577851403,-4.0540066791092,5.03477777726157e-05,-3.1446064977023,-1.09494053630991,"arts","***","Twitter attention"
"alt_twitter_l",0.0125829048097836,0.00218333365543831,5.76316165806436,8.25526537805898e-09,0.00830364947889032,0.0168621601406769,"arts","***","Twitter attention"
"cited_by_total_all_l",9.26628558352927e-05,0.000217591783766375,0.425856409793411,0.670212479605375,-0.00033380920367863,0.000519134915349215,"arts","","Twitter attention"
"inferred_genderw",-0.0360400401730695,0.314721510119311,-0.114514067244424,0.908830295705556,-0.652882865166976,0.580802784820837,"arts","","Twitter attention"
"news_all_total_l",-0.0025663460895096,0.00167825088750772,-1.52917904504776,0.126220063928903,-0.00585565738604711,0.000722965207027904,"arts","","Twitter attention"
"alt_online_all_total_l",0.00534019629755012,0.00512433696962524,1.04212434295488,0.297354033839958,-0.00470331960756246,0.0153837122026627,"arts","","Twitter attention"
"coa_tot_cited_by_total_l",1.47929225853614e-06,2.53440507979246e-06,0.583684222514769,0.559432784129868,-3.48805042009244e-06,6.44663493716473e-06,"arts","","Twitter attention"
"coa_online_all_total_l",-0.00534666748167716,0.00935091313796941,-0.571780253199765,0.567470856864085,-0.0236741204546596,0.0129807854913053,"arts","","Twitter attention"
"coa_twitter_total_l",0.000518891642768657,0.00122044256646025,0.425166785417558,0.670715095192604,-0.00187313183269305,0.00291091511823037,"arts","","Twitter attention"
"as.factor(year)2014",1.25394485280084,0.570765289384198,2.19695359217399,0.0280237607625166,0.135265441982233,2.37262426361945,"arts","*","Twitter attention"
"as.factor(year)2015",1.642284508262,0.776214511266805,2.11576115161999,0.0343651266913733,0.120932021901702,3.1636369946223,"arts","*","Twitter attention"
"as.factor(year)2016",1.69916716405667,0.541570014053994,3.13748383396882,0.00170404670871841,0.637709441403995,2.76062488670935,"arts","*","Twitter attention"
"as.factor(year)2017",2.46023205319153,0.497084886372482,4.94931976537302,7.44733059532671e-07,1.48596357864228,3.43450052774078,"arts","***","Twitter attention"
"as.factor(year)2018",3.14574803801037,0.578256894232443,5.44005280245889,5.32647819065195e-08,2.0123853515028,4.27911072451795,"arts","***","Twitter attention"
"as.factor(year)2019",3.50791487720851,0.740518042499318,4.73710926119904,2.16788299150552e-06,2.05652618400774,4.95930357040927,"arts","***","Twitter attention"
"as.factor(year)2020",3.46008501144265,0.51796865809556,6.68010497809754,2.38771147659337e-11,2.44488509645481,4.47528492643049,"arts","***","Twitter attention"
"as.factor(year)2021",4.22257476335278,0.624504138583639,6.7614840358456,1.36585369262317e-11,2.99856914353264,5.44658038317293,"arts","***","Twitter attention"
"as.factor(year)2022",3.92317937911486,0.614356105750186,6.38583932412341,1.70459909546287e-10,2.71906353816221,5.12729522006751,"arts","***","Twitter attention"
"as.factor(year)2023",3.52187520066547,0.500016336359183,7.04352027037685,1.8744271744815e-12,2.54186118971981,4.50188921161113,"arts","***","Twitter attention"
