"term","Estimate","Std. Error","t value","Pr(>|t|)","lower_ci","upper_ci","field","stars","model"
"alt_online_all_total_l",0.289486972236139,0.0969750068213521,2.98517093965699,0.00283800640542168,0.0994066749777408,0.479567269494536,"soc_sci","*","Twitter attention"
"coa_tot_cited_by_total_l",0.000135906861121726,0.000186782351966257,0.727621532179218,0.466854756330134,-0.000230204430314157,0.000502018152557608,"soc_sci","","Twitter attention"
"coa_online_all_total_l",-0.0507443881271235,0.0393101301431349,-1.29087306356795,0.196764269739054,-0.127796006557411,0.0263072303031643,"soc_sci","","Twitter attention"
"coa_twitter_total_l",0.0183591977177696,0.00632931081578002,2.9006630029919,0.00372824710627241,0.00595314258316593,0.0307652528523732,"soc_sci","*","Twitter attention"
"as.factor(year)2014",1.0068286103488,1.00384754086777,1.0029696436557,0.315888985343521,-0.96080867295423,2.97446589365183,"soc_sci","","Twitter attention"
"as.factor(year)2015",3.64772390157145,2.46645679945791,1.47893281665146,0.139175763675182,-1.18676755125855,8.48221535440144,"soc_sci","","Twitter attention"
"as.factor(year)2016",3.09867523429792,1.76003919743679,1.76057171840868,0.0783278921230625,-0.35117008978156,6.5485205583774,"soc_sci",".","Twitter attention"
"as.factor(year)2017",9.5309325865361,3.22220436305064,2.95789202442536,0.00310153028819584,3.21510355767837,15.8467616153938,"soc_sci","*","Twitter attention"
"as.factor(year)2018",11.1425017441282,2.30052115981839,4.84346848824807,1.28652114956936e-06,6.6332600308167,15.6517434574398,"soc_sci","***","Twitter attention"
"as.factor(year)2019",10.9534862418593,3.24276097483557,3.37782720553885,0.000732156892516218,4.59736428591877,17.3096081977998,"soc_sci","***","Twitter attention"
"as.factor(year)2020",7.41705389126689,2.74201320814827,2.70496650753763,0.00683755184742041,2.04244549705003,12.7916622854838,"soc_sci","*","Twitter attention"
"as.factor(year)2021",3.35715647840619,3.5280141737719,0.951571142588963,0.341327294344703,-3.55808905612415,10.2724020129365,"soc_sci","","Twitter attention"
"as.factor(year)2022",-3.05783748345937,3.60840685841794,-0.847420372324654,0.396772116024629,-10.1306603762782,4.01498540935948,"soc_sci","","Twitter attention"
"as.factor(year)2023",-12.7650503135748,5.15214209284752,-2.47762000417185,0.0132352948361389,-22.8637420551498,-2.66635857199992,"soc_sci","*","Twitter attention"
"R^2",0.127,0.127,0.127,0.127,0.127,0.127,"soc_sci","","Twitter attention"
"(Intercept)",16.984621975491,7.05046198723745,2.40900837508749,0.016005591044208,3.16507073538962,30.8041732155923,"medicine","*","Twitter attention"
"cited_by_total_all_l",0.00203926460552459,0.00172817533917557,1.18001024508163,0.238011237889628,-0.00134811734119719,0.00542664655224638,"medicine","","Twitter attention"
"inferred_genderw",-18.907018296092,11.314871985707,-1.67098826393931,0.0947408264978064,-41.0852037064546,3.27116711427051,"medicine",".","Twitter attention"
"news_all_total_l",0.00457860110670147,0.0850252208077995,0.0538499172739751,0.957055317531575,-0.162078619055791,0.171235821269194,"medicine","","Twitter attention"
"alt_online_all_total_l",0.379791684485266,0.14954735833965,2.53960811278718,0.0111057463803412,0.0866651652390616,0.672918203731471,"medicine","*","Twitter attention"
"coa_tot_cited_by_total_l",6.35936287392447e-05,0.000129329633661147,0.491717380920329,0.622924954488338,-0.000189904298414896,0.000317091555893386,"medicine","","Twitter attention"
"coa_online_all_total_l",0.0500367753156352,0.0571599514133967,0.875381697821178,0.381377563430498,-0.0620019646802742,0.162075515311545,"medicine","","Twitter attention"
"coa_twitter_total_l",0.00541827431452999,0.00647288849062991,0.837072092679093,0.402562805279179,-0.00726917997281269,0.0181057286018727,"medicine","","Twitter attention"
"as.factor(year)2014",1.81835880237742,1.55696810605,1.16788442570642,0.242868363540894,-1.23344128671041,4.87015889146524,"medicine","","Twitter attention"
"as.factor(year)2015",19.2463891239343,3.18657066796335,6.03984380997122,1.57197368972167e-09,13.0004187597457,25.4923594881229,"medicine","***","Twitter attention"
"as.factor(year)2016",21.3846740937552,3.5961810904614,5.94649533931326,2.78845049174676e-09,14.3358297856409,28.4335184018695,"medicine","***","Twitter attention"
"as.factor(year)2017",35.0787566912382,6.18313624541754,5.67329512061712,1.42160632173934e-08,22.9592433426446,47.1982700398317,"medicine","***","Twitter attention"
"as.factor(year)2018",57.2562609085002,10.1307923642949,5.65170609066026,1.61191605035085e-08,37.398980004833,77.1135418121673,"medicine","***","Twitter attention"
"as.factor(year)2019",48.4163030203902,9.87787069716376,4.90149188066331,9.59129368802571e-07,29.0547717491554,67.777834291625,"medicine","***","Twitter attention"
"as.factor(year)2020",108.638121168411,20.4571084667491,5.31053161031972,1.10562595204216e-07,68.5403149264506,148.73592741037,"medicine","***","Twitter attention"
"as.factor(year)2021",46.0723771228077,16.9084953486361,2.72480644627696,0.00643993519622344,12.9301776064538,79.2145766391616,"medicine","*","Twitter attention"
"as.factor(year)2022",-8.90114597852015,14.1425321514157,-0.629388420915073,0.52910253017148,-36.6218042963802,18.8195123393399,"medicine","","Twitter attention"
"as.factor(year)2023",-47.0822101085329,19.9014318381242,-2.3657699853706,0.0180028181098333,-86.0908392644933,-8.07358095257249,"medicine","*","Twitter attention"
"R^2",0.09,0.09,0.09,0.09,0.09,0.09,"medicine",".","Twitter attention"
"(Intercept)",0.585840086904519,0.577376932779044,1.01465793599467,0.31041668652195,-0.546623118372754,1.71830329218179,"arts","","Twitter attention"
"cited_by_total_all_l",-5.7000639748619e-05,0.00114118250799164,-0.0499487499584392,0.960169234320452,-0.00229530828149353,0.00218130700199629,"arts","","Twitter attention"
"inferred_genderw",-0.63264488426781,1.12725040852661,-0.561228347741048,0.574717586123091,-2.84362620048657,1.57833643195095,"arts","","Twitter attention"
"news_all_total_l",-0.00862775767333331,0.00438313151279136,-1.96840036584684,0.0491880666702294,-0.0172248021348014,-3.07132118652076e-05,"arts","*","Twitter attention"
"alt_online_all_total_l",0.0524670731359241,0.0673219133012651,0.77934613802692,0.435886866468697,-0.0795776716300145,0.184511817901863,"arts","","Twitter attention"
"coa_tot_cited_by_total_l",1.15472559049772e-05,2.27216399451428e-05,0.508205214626052,0.611376918173788,-3.30188147857612e-05,5.61133265957155e-05,"arts","","Twitter attention"
"coa_online_all_total_l",-0.00447137435660553,0.0252044111910105,-0.177404436180612,0.859212353436949,-0.0539071357527424,0.0449643870395313,"arts","","Twitter attention"
"coa_twitter_total_l",0.00651413630579171,0.00604416612111828,1.07775600062205,0.281299154776191,-0.0053408501859692,0.0183691227975526,"arts","","Twitter attention"
"as.factor(year)2014",0.292213387897759,0.162869171639664,1.79416021433608,0.0729694048766014,-0.0272371022147245,0.611663878010243,"arts",".","Twitter attention"
"as.factor(year)2015",0.41850580927365,0.385472322495757,1.08569613134353,0.277770994539077,-0.337556993197671,1.17456861174497,"arts","","Twitter attention"
"as.factor(year)2016",0.525197393008776,0.25149008051689,2.08834237886971,0.0369189247858154,0.0319264524695082,1.01846833354804,"arts","*","Twitter attention"
"as.factor(year)2017",1.16974699120689,0.390762155963955,2.99350122153281,0.00279868500619026,0.403308745200021,1.93618523721377,"arts","*","Twitter attention"
"as.factor(year)2018",2.44619725369603,0.899079847394713,2.72077865028834,0.00658078463270204,0.682748130642024,4.20964637675004,"arts","*","Twitter attention"
"as.factor(year)2019",4.79918187440544,2.24966357886191,2.13328869236231,0.0330472435908567,0.3867069681929,9.21165678061799,"arts","*","Twitter attention"
"as.factor(year)2020",4.71595508449096,1.36068980581745,3.46585611527957,0.000541995683542032,2.04710731555207,7.38480285342986,"arts","***","Twitter attention"
"as.factor(year)2021",8.06213003508951,2.75351963543159,2.92793627884402,0.00345865756639276,2.66139527222691,13.4628647979521,"arts","*","Twitter attention"
"as.factor(year)2022",5.72241189146016,1.94671191997303,2.93952681583182,0.00333254421460654,1.90414431704739,9.54067946587294,"arts","*","Twitter attention"
"as.factor(year)2023",3.62581563439094,1.07884370154858,3.36083496542307,0.000794690124861876,1.50977890537174,5.74185236341014,"arts","***","Twitter attention"
"R^2",0.032,0.032,0.032,0.032,0.032,0.032,"arts","*","Twitter attention"
