term,Estimate,Std. Error,t value,Pr(>|t|),field,stars
as.factor(year)2015,2.239701472812473,2.345789812228234,0.9547750020642347,0.33970430974990107,soc_sci,
as.factor(year)2016,0.5049914747767562,1.2187531730029417,0.4143509005457476,0.678622077668861,soc_sci,
as.factor(year)2017,7.5474173117478145,3.3366456663873842,2.2619774667051984,0.023710666037077673,soc_sci,*
as.factor(year)2018,6.412498349437839,2.254239910953137,2.8446388151856064,0.004451194289158667,soc_sci,*
as.factor(year)2019,5.466592544444773,3.1231130293413805,1.7503665391186942,0.08007211756669921,soc_sci,.
as.factor(year)2020,2.6614741635174695,2.405169972935622,1.1065638576341514,0.2684973247916476,soc_sci,
as.factor(year)2021,0.331798948279632,2.5321650165641056,0.13103369887395805,0.8957501133457539,soc_sci,
as.factor(year)2022,-3.2101888346608543,2.754545819800759,-1.1654149339556286,0.24386651393468653,soc_sci,
as.factor(year)2023,-10.056725039747393,3.7508803244275857,-2.6811639321716108,0.007343341762200173,soc_sci,*
R^2,0.283,0.283,0.283,0.283,soc_sci,
(Intercept),8.607664322402094,5.6636510126922035,1.5198083891667014,0.12857614670882173,medicine,
alt_twitter_l,0.5677240542538001,0.03639850918808017,15.597453492400701,1.678484773305452e-54,medicine,***
count_pubs_total_l,0.01778146539554207,0.05086641433935521,0.34957182703921397,0.7266640170183417,medicine,
cited_by_total_all_l,0.0011622654572318895,0.001336470468907432,0.8696529285694165,0.3845013317487882,medicine,
inferred_genderw,-9.547945433466802,5.517245099257629,-1.7305639429996544,0.08354616189015678,medicine,.
news_all_total_l,0.009309394186084348,0.04584056821282032,0.20308199808659377,0.8390731646146882,medicine,
alt_online_all_total_l,0.1208289664991744,0.061832596678854726,1.9541305555504034,0.05070075141993175,medicine,.
coa_tot_cited_by_total_l,1.0142691991748412e-4,6.934664251912808e-5,1.462607506765843,0.1435917131531679,medicine,
coa_online_news_total_l,0.03818005929906658,0.026351478432220465,1.4488773143135332,0.14738871451355873,medicine,
coa_twitter_total_l,-0.003551930985801184,0.0028776779429382626,-1.2343045525707694,0.21710504270825165,medicine,
as.factor(year)2014,-0.738751678339567,1.804338727228373,-0.4094307056604367,0.6822283268995941,medicine,
as.factor(year)2015,15.472687364484756,2.72087764759471,5.686653120239642,1.3149871797088952e-8,medicine,***
as.factor(year)2016,9.1671858180444,2.874309946688302,3.189351875084512,0.0014282869139989143,medicine,*
as.factor(year)2017,25.115952718624495,4.669367883798095,5.378876401187522,7.585793364584379e-8,medicine,***
as.factor(year)2018,39.605207826141225,7.859084135682811,5.039417716158634,4.7133102175672147e-7,medicine,***
as.factor(year)2019,19.99120717852644,7.331852599553968,2.7266242613418883,0.006404583423319161,medicine,*
as.factor(year)2020,87.31083454581007,19.016626823536917,4.591289262601781,4.43401521450825e-6,medicine,***
as.factor(year)2021,-1.7520783865323766,14.972030192433051,-0.11702343396407835,0.9068427476134466,medicine,
as.factor(year)2022,-20.641184059658322,9.707103589116192,-2.126399895721897,0.03348311295710667,medicine,*
as.factor(year)2023,-30.791829467272166,11.7313790766761,-2.624740814018307,0.008678587573062894,medicine,*
R^2,0.339,0.339,0.339,0.339,medicine,
(Intercept),-0.19521118517982275,0.46813511343350955,-0.4169975282308087,0.6767341663102207,arts,
alt_twitter_l,0.42148189586732254,0.15624648153872542,2.697544877276862,0.007056035369163444,arts,*
count_pubs_total_l,0.0073980142569612046,0.004740019531841771,1.560756070152025,0.11877204323839244,arts,
cited_by_total_all_l,-1.1355435260463531e-4,7.646012830541041e-4,-0.14851446776424004,0.8819548180042011,arts,
inferred_genderw,-0.17210082430933357,0.7451758344976331,-0.23095330838976663,0.8173795539244328,arts,
news_all_total_l,-0.007114218417054909,0.003503277320882841,-2.0307323016215273,0.04244135692918449,arts,*
alt_online_all_total_l,0.024884920631566144,0.0494324146801792,0.5034130093091365,0.6147407591313427,arts,
coa_tot_cited_by_total_l,7.326503675091549e-6,1.780992952844374e-5,0.41137185093240236,0.6808530264791925,arts,
coa_online_news_total_l,-0.0038562611665547406,0.023302293612069685,-0.1654884806943359,0.8685796788956733,arts,
coa_twitter_total_l,-0.0020599369486227212,0.004287292435337233,-0.4804750269993395,0.6309530058096378,arts,
as.factor(year)2014,0.24962796128408132,0.1690836484153012,1.4763577887256616,0.1400376461167897,arts,
as.factor(year)2015,0.33336837960877524,0.38601520415483503,0.8636146349174822,0.3879244585524949,arts,
as.factor(year)2016,0.22453258874524945,0.14359176574089305,1.5636870790377468,0.11808179313808984,arts,
as.factor(year)2017,0.9481750790260088,0.3768756167555117,2.5158833229614666,0.01196720453849357,arts,*
as.factor(year)2018,1.7222602152590205,0.7130829971884698,2.415231076956702,0.01583273999257806,arts,*
as.factor(year)2019,3.0528344409351886,1.730395230709737,1.7642411321736258,0.07787539646549002,arts,.
as.factor(year)2020,2.7619053994481253,1.0053858478254085,2.7471098836550834,0.006077320704548603,arts,*
as.factor(year)2021,6.494675802351959,3.1212722171039764,2.0807783975913328,0.03760729149440257,arts,*
as.factor(year)2022,3.856284262192105,1.8889835511426607,2.0414599480548197,0.04136305103883761,arts,*
as.factor(year)2023,1.9381967861042757,0.8373600275530679,2.314651669925147,0.02075357022315557,arts,*
R^2,0.176,0.176,0.176,0.176,arts,
