term,Estimate,Std. Error,z value,Pr(>|z|),field,stars
as.factor(year)2017,0.260707878847451,0.07509797739728784,3.471569912838511,5.174245797337577e-4,medicine,***
as.factor(year)2018,0.17935741997080712,0.07539519693888776,2.3788971612632945,0.01736451963622614,medicine,*
as.factor(year)2019,-0.00849200547992136,0.07624411805555674,-0.11137915548755509,0.9113156887170014,medicine,
as.factor(year)2020,-0.08631071118026755,0.07752711662968031,-1.113297062143345,0.2655808677881231,medicine,
as.factor(year)2021,-0.19990615580650575,0.07973415916041252,-2.5071582607941747,0.012170620544886815,medicine,*
as.factor(year)2022,0.7997190225518871,0.0797008633077248,10.034007027805638,1.0804096151886468e-23,medicine,***
as.factor(year)2023,0.8367126226733478,0.0815125282506201,10.264834628865565,1.0149472132733794e-24,medicine,***
R^2,0.149,0.149,0.149,0.149,medicine,
(Intercept),-0.39734930626689174,0.21721522651942202,-1.8292884556661744,0.067356407153561,arts,.
news_all_l,0.3586305269774105,0.030523891060010546,11.749174647240618,7.131194846020314e-32,arts,***
cited_by_total_all_l,-7.582450194968601e-5,1.1149090372727625e-4,-0.6800958590771163,0.4964437662775107,arts,
inferred_genderw,0.017919200443090103,0.11458558038131858,0.15638268256318535,0.8757313865453996,arts,
alt_online_all_total_l,0.008904792621144506,0.006086738057325558,1.4629827236326263,0.1434721063531684,arts,
alt_twitter_total_l,0.0011433944056570206,0.0016809419469491313,0.6802105258496605,0.49637116846748014,arts,
coa_tot_cited_by_total_l,4.558997533398353e-6,4.8842653821111815e-6,0.9334049599548511,0.3506109204547133,arts,
coa_online_news_total_l,-0.0031727098202661433,0.002731771351953482,-1.1614111913126797,0.24547471995649797,arts,
coa_twitter_total_l,4.781245970437047e-4,5.380908623307639e-4,0.8885573618044492,0.3742410148205283,arts,
as.factor(year)2014,0.1366401710060013,0.28100390734854025,0.48625719227640873,0.6267848261195175,arts,
as.factor(year)2015,-0.2950815948288118,0.27727941328551226,-1.0642030410132497,0.28723672971088954,arts,
as.factor(year)2016,-0.02595262058973705,0.2665958346475049,-0.09734818484336714,0.922449891708353,arts,
as.factor(year)2017,-0.09035704543931986,0.2686188044299418,-0.33637647085457784,0.736586990334468,arts,
as.factor(year)2018,0.2956385359553396,0.2701976033915528,1.0941567661757512,0.2738862293434905,arts,
as.factor(year)2019,0.01503765968690342,0.27496413692532484,0.05468953098777157,0.9563858099427313,arts,
as.factor(year)2020,-0.3368913590123337,0.27745542643462984,-1.2142179496774317,0.22466450791363965,arts,
as.factor(year)2021,-0.601463518633284,0.28564645080305767,-2.105622236657756,0.035237179513360015,arts,*
as.factor(year)2022,0.2981960034731843,0.28792490038052393,1.0356728545502178,0.3003547905701309,arts,
as.factor(year)2023,0.16283896733812006,0.29014473447165656,0.5612335775613648,0.5746383156053751,arts,
R^2,0.17,0.17,0.17,0.17,arts,
