term,Estimate,Std. Error,z value,Pr(>|z|),field,stars
as.factor(year)2020,0.1325286636965857,0.11063471325125458,1.1978940406851268,0.23095827004469813,medicine,
as.factor(year)2021,0.12265467402290006,0.11252930154301355,1.0899798749396499,0.27572200928124835,medicine,
as.factor(year)2022,0.1349392409543763,0.11432053810769414,1.1803586930920371,0.23785758344616253,medicine,
as.factor(year)2023,-0.10401938204622545,0.117666561332231,-0.8840182025250759,0.3766863868263056,medicine,
R^2,0.614,0.614,0.614,0.614,medicine,
(Intercept),-3.4146209323395698,0.46635176457194727,-7.321985659202482,2.4432826960825056e-13,arts,***
alt_twitter_l,0.3484182778768213,0.03506258448329751,9.93703924029886,2.8723759874502497e-23,arts,***
cited_by_total_all_l,2.704980530188751e-4,1.3205608339626244e-4,2.0483573801533095,0.04052499440226356,arts,*
inferred_genderw,0.43480958597424735,0.1491869750423235,2.9145277987632254,0.0035622708156635655,arts,*
news_all_total_l,0.0010274495306343634,8.269521799484314e-4,1.242453379466797,0.21406933130998,arts,
alt_online_all_total_l,-0.03094860691357276,0.013606511237529581,-2.2745438836819596,0.022933305726370614,arts,*
coa_tot_cited_by_total_l,-2.3377059071833416e-6,3.1998406843754334e-6,-0.730569468223269,0.4650421667668351,arts,
coa_online_news_total_l,0.010291824380537214,0.006530680796921436,1.5759190658022642,0.11504445647129788,arts,
coa_twitter_total_l,-0.0010529883520450014,7.878249991526197e-4,-1.336576464541732,0.18136092567092074,arts,
as.factor(year)2014,0.6260344428243471,0.5574663195159106,1.122999580258013,0.2614376727185397,arts,
as.factor(year)2015,1.0158188828367614,0.5291385394007494,1.9197597740417445,0.05488825009720803,arts,.
as.factor(year)2016,1.101348398009029,0.5144071056257401,2.1410054137361034,0.0322736014868042,arts,*
as.factor(year)2017,1.289942951408926,0.5091502629420844,2.5335211337319024,0.011292293070672964,arts,*
as.factor(year)2018,1.6324530054370234,0.5033138260171144,3.2434098191880674,0.001181081929155702,arts,*
as.factor(year)2019,1.7710835308701371,0.5017007291604241,3.530159371771243,4.1530941398756416e-4,arts,***
as.factor(year)2020,1.676636362997213,0.5063272641468753,3.3113689143764033,9.284072559933935e-4,arts,***
as.factor(year)2021,1.7705915088868343,0.5055899440903874,3.50203070607412,4.617264021977263e-4,arts,***
as.factor(year)2022,1.5250069633428083,0.5213251039422213,2.9252513485554794,0.003441781068680695,arts,*
as.factor(year)2023,1.7051689340885163,0.5168178463430714,3.2993615567922934,9.69050128172211e-4,arts,***
R^2,0.251,0.251,0.251,0.251,arts,
