term,Estimate,Std. Error,z value,Pr(>|z|),field,stars
news_all_l,0.19705330532052212,0.006296857416673717,31.293912547350413,5.646750543463851e-215,soc_sci,***
cited_by_total_all_l,-6.305748494881711e-5,1.3950344691444285e-5,-4.520138128736713,6.179929624165791e-6,soc_sci,***
inferred_genderw,-0.29633163832791687,0.09721996967084562,-3.0480531863072673,0.002303291573882973,soc_sci,*
alt_online_all_total_l,-0.0010635537077215648,7.755306664557959e-4,-1.3713883328199579,0.17025393254293691,soc_sci,
alt_twitter_total_l,-2.408248144054281e-4,1.0333661857210792e-4,-2.3304886276821746,0.01978034039021998,soc_sci,*
coa_tot_cited_by_total_l,-4.668715302867185e-6,1.8058961757795718e-6,-2.5852623010576936,0.009730494040112836,soc_sci,*
coa_online_news_total_l,-4.1548636212587026e-4,3.769713441634367e-4,-1.1021696172898896,0.27038793806690525,soc_sci,
coa_twitter_total_l,9.492992730587866e-5,4.849702629443426e-5,1.9574381061952504,0.050295982002285966,soc_sci,.
as.factor(year)2014,-0.05355443682900008,0.1993451796572876,-0.26865177738970353,0.7881976638919101,soc_sci,
as.factor(year)2015,0.06866292749703859,0.1928611459321668,0.3560226045799227,0.7218236368405457,soc_sci,
as.factor(year)2016,0.013332036044587332,0.1940826984918547,0.0686925529590514,0.9452343460806625,soc_sci,
as.factor(year)2017,-0.11760111914340905,0.19480994355977882,-0.6036710292835864,0.5460623788706147,soc_sci,
as.factor(year)2018,-0.06170029488373385,0.1957680317955198,-0.31517043062567013,0.7526322552569031,soc_sci,
as.factor(year)2019,-0.0894499081032374,0.195634549762517,-0.4572296059761512,0.6475060206038643,soc_sci,
as.factor(year)2020,-0.09347004693564763,0.19952870133924488,-0.4684541437310663,0.6394598564550997,soc_sci,
as.factor(year)2021,-0.45730400605956806,0.21864097541769778,-2.0915750361336514,0.03647654759924861,soc_sci,*
as.factor(year)2022,-0.791553523313529,0.2326133382595773,-3.402872463101065,6.668139886916933e-4,soc_sci,***
as.factor(year)2023,-0.2881302553255306,0.2251960041663248,-1.279464333269093,0.2007335917364329,soc_sci,
R^2,0.461,0.461,0.461,0.461,soc_sci,
(Intercept),-1.1147954148740524,0.11929220803189511,-9.345081571262307,9.181866929301421e-21,medicine,***
news_all_l,0.16916919506688385,0.006806790804004145,24.85300341056006,2.3995973279576295e-136,medicine,***
cited_by_total_all_l,-1.1589606459920345e-5,4.19217678867222e-6,-2.764579607242923,0.005699619785470059,medicine,*
inferred_genderw,-0.0929473443617216,0.08182782978212341,-1.1358891542059133,0.25600295799935985,medicine,
alt_online_all_total_l,-4.5957098049023503e-4,2.416685982118411e-4,-1.901657823526521,0.0572159031295823,medicine,.
alt_twitter_total_l,-1.0090421539483605e-4,2.361422110933282e-5,-4.273027466273561,1.9283669261731905e-5,medicine,***
coa_tot_cited_by_total_l,2.7290883087619806e-7,2.8967483623083135e-7,0.9421212916772893,0.3461305447709746,medicine,
coa_online_news_total_l,-7.874337891798011e-5,1.0070891889341015e-4,-0.7818908174490656,0.43427874197257127,medicine,
coa_twitter_total_l,-4.972266813438975e-6,1.0801670675096816e-5,-0.460323866835017,0.6452837724947443,medicine,
as.factor(year)2014,0.030447182594282553,0.15819313636357218,0.19246841736740328,0.8473753046835615,medicine,
as.factor(year)2015,-0.15854831274853795,0.16297248583408208,-0.9728532514988557,0.330626241996465,medicine,
as.factor(year)2016,-0.11610239705626779,0.156909322102298,-0.7399330740883204,0.45934060454397496,medicine,
as.factor(year)2017,-0.18823657472513325,0.1594914388847471,-1.1802299611903193,0.23790876572003997,medicine,
as.factor(year)2018,-0.09340563787207869,0.15939507647587925,-0.58600077202644,0.5578749960367839,medicine,
as.factor(year)2019,-0.018046778393958438,0.1655744592022509,-0.1089949408919048,0.9132065030129259,medicine,
as.factor(year)2020,0.03486065894249108,0.16796428002608535,0.20754805091342704,0.8355818703245281,medicine,
as.factor(year)2021,-0.5279380021229009,0.18394149205915794,-2.870140913900542,0.004102889106676786,medicine,*
as.factor(year)2022,-0.24320797412710649,0.19217805504986338,-1.2655345797104807,0.2056797606334778,medicine,
as.factor(year)2023,-0.17903281330201667,0.18662584974213436,-0.9593141226115826,0.33740052290378136,medicine,
R^2,0.242,0.242,0.242,0.242,medicine,
(Intercept),-1.7662342525004588,0.7429777658289738,-2.3772370234118534,0.01744287571534441,arts,*
news_all_l,0.22453619006000425,0.024980493946534135,8.988460778260833,2.507169160957123e-19,arts,***
cited_by_total_all_l,-6.861365817779788e-4,3.6553398689680465e-4,-1.8770801248959779,0.06050711298305952,arts,.
inferred_genderw,-0.7837960994115744,0.31967778639737593,-2.451831602829217,0.014213116005430347,arts,*
alt_online_all_total_l,-0.0117272011393827,0.0124087576943433,-0.9450745536540458,0.34462081541248274,arts,
alt_twitter_total_l,-0.026082253653861815,0.00816186933031349,-3.19562254653984,0.0013952951529850506,arts,*
coa_tot_cited_by_total_l,4.561688566925948e-5,2.293070368415158e-5,1.9893364938812288,0.04666407414721137,arts,*
coa_online_news_total_l,-0.11606105261538165,0.04631969696368744,-2.5056522435016855,0.01222257665849798,arts,*
coa_twitter_total_l,0.0014633317704986926,0.0021123863366155258,0.6927387027333499,0.48847354608760246,arts,
as.factor(year)2014,1.0670507139270367,0.8801287499330636,1.212380250057948,0.2253668574692482,arts,
as.factor(year)2015,-0.06163461320864962,0.8371387072683978,-0.0736253295583055,0.9413085157604408,arts,
as.factor(year)2016,0.4624228543217893,0.8202933634373966,0.5637286304304968,0.5729388295366022,arts,
as.factor(year)2017,0.4515041404594826,0.8067358925495522,0.5596678474693623,0.5757060172092567,arts,
as.factor(year)2018,0.4681704198178077,0.8416179881733337,0.556274255537165,0.5780233836758513,arts,
as.factor(year)2019,0.4136173788217773,0.8272997461556504,0.49996072251176327,0.6171027342069988,arts,
as.factor(year)2020,-0.19520049989106456,0.903538310713665,-0.21604009213165992,0.8289564964074273,arts,
as.factor(year)2021,0.11225443973548709,0.8748858794235352,0.128307522587348,0.8979056121504241,arts,
as.factor(year)2022,0.557684364380182,0.9253361324002636,0.602683008750111,0.546719587057789,arts,
as.factor(year)2023,0.7750245719323311,0.9227906250748775,0.8398704439259379,0.4009810309605063,arts,
R^2,0.477,0.477,0.477,0.477,arts,
