"term","Estimate","Std. Error","z value","Pr(>|z|)","lower_ci","upper_ci","field","stars","model"
"alt_online_all_total_l",-0.00190433515112443,0.000921338247496091,-2.0669229311817,0.0387414165914467,-0.00371012493379602,-9.85453684528388e-05,"soc_sci","*","Twitter attention"
"coa_tot_cited_by_total_l",1.58976392312225e-06,6.73263379327207e-07,2.36128084778783,0.0182119325347956,2.70191947531194e-07,2.9093358987133e-06,"soc_sci","*","Twitter attention"
"coa_online_all_total_l",-0.000152410642206662,0.000453515166041885,-0.336065149787263,0.736821738000941,-0.00104128403409146,0.000736462749678135,"soc_sci","","Twitter attention"
"coa_twitter_total_l",5.08801743379831e-06,6.72000970937356e-05,0.0757144357500134,0.939646290894191,-0.000126621752627518,0.000136797787495115,"soc_sci","","Twitter attention"
"as.factor(year)2014",-0.0317909256989395,0.0980040988118879,-0.324383633790257,0.745647608785461,-0.223875429707544,0.160293578309665,"soc_sci","","Twitter attention"
"as.factor(year)2015",0.0224725068939712,0.0974214496500923,0.230673090727817,0.817568780262214,-0.168470025741892,0.213415039529834,"soc_sci","","Twitter attention"
"as.factor(year)2016",0.0684250661965108,0.0965384384927162,0.708785715460619,0.478457463506094,-0.120786796372948,0.25763692876597,"soc_sci","","Twitter attention"
"as.factor(year)2017",-0.00174920936102795,0.0985366506907961,-0.0177518654101294,0.985836804539336,-0.194877495872192,0.191379077150136,"soc_sci","","Twitter attention"
"as.factor(year)2018",-0.0666899767587258,0.0998416059125114,-0.667957773206938,0.504160547406493,-0.262375928505889,0.128995974988438,"soc_sci","","Twitter attention"
"as.factor(year)2019",0.11024379165742,0.0998897414296201,1.10365479056821,0.269742913933245,-0.0855365039696541,0.306024087284494,"soc_sci","","Twitter attention"
"as.factor(year)2020",0.179689229681951,0.0988121238032225,1.81849375123026,0.0689887009270193,-0.0139789742082778,0.37335743357218,"soc_sci",".","Twitter attention"
"as.factor(year)2021",0.180249081284546,0.101585174962346,1.77436403836837,0.0760029542442163,-0.0188542030048528,0.379352365573945,"soc_sci",".","Twitter attention"
"as.factor(year)2022",0.211762104061245,0.103344678676065,2.04908570788648,0.0404537347795702,0.00921025586229327,0.414313952260197,"soc_sci","*","Twitter attention"
"as.factor(year)2023",0.0312025382922222,0.1060374046013,0.294259732304309,0.76855944011907,-0.176626955740428,0.239032032324872,"soc_sci","","Twitter attention"
"R^2",0.417,0.417,0.417,0.417,0.417,0.417,"soc_sci","","Twitter attention"
"(Intercept)",-1.6701968185144,0.0766943910362007,-21.7773007380168,3.80860861895744e-105,-1.82051506276159,-1.51987857426722,"medicine","***","Twitter attention"
"alt_twitter_l",0.453170611589155,0.0107401195545426,42.1941868791844,0,0.432120364072597,0.474220859105712,"medicine","***","Twitter attention"
"cited_by_total_all_l",-2.36122024935842e-06,4.94553138682835e-06,-0.47744520551364,0.633045130461901,-1.20542836519544e-05,7.33184315323757e-06,"medicine","","Twitter attention"
"inferred_genderw",0.0621534191874918,0.0558051254472766,1.11375825588302,0.265382909777609,-0.04722261684191,0.171529455216894,"medicine","","Twitter attention"
"news_all_total_l",5.64008294220533e-05,0.000245505573583857,0.229733397082281,0.818298941774152,-0.000424781252806154,0.000537582911650261,"medicine","","Twitter attention"
"alt_online_all_total_l",-1.9895788495172e-05,0.000297407973799591,-0.0668972934416978,0.946663467734227,-0.000602804705857401,0.000563013128867057,"medicine","","Twitter attention"
"coa_tot_cited_by_total_l",1.59555351480954e-08,3.71706519727145e-07,0.0429250882115485,0.965761249677857,-7.12575856335837e-07,7.44486926632027e-07,"medicine","","Twitter attention"
"coa_online_all_total_l",0.00015121320488041,0.000119725414562985,1.26300005251483,0.206589160843429,-8.34442956971682e-05,0.000385870705457987,"medicine","","Twitter attention"
"coa_twitter_total_l",-2.3013051864764e-05,1.48811378769294e-05,-1.54645780820577,0.121994042231042,-5.21795461525204e-05,6.1534424229924e-06,"medicine","","Twitter attention"
"as.factor(year)2014",-0.183665321586521,0.106068506137137,-1.73157262485678,0.0833496838018328,-0.391555773509276,0.024225130336234,"medicine",".","Twitter attention"
"as.factor(year)2015",-0.436032740563235,0.113108035901985,-3.85501115889841,0.000115724350532052,-0.657720417293189,-0.214345063833281,"medicine","***","Twitter attention"
"as.factor(year)2016",-0.476139631389084,0.116524604839815,-4.08617246154687,4.38547853387772e-05,-0.704523660187884,-0.247755602590284,"medicine","***","Twitter attention"
"as.factor(year)2017",-0.417702210773254,0.116584113159208,-3.58283988662193,0.000339878951346012,-0.646202873734843,-0.189201547811664,"medicine","***","Twitter attention"
"as.factor(year)2018",-0.285498207463651,0.114707599146352,-2.48892148025339,0.0128131260637329,-0.510320970543558,-0.060675444383744,"medicine","*","Twitter attention"
"as.factor(year)2019",-0.0966607910678503,0.112874516632186,-0.856356190501617,0.391800789264313,-0.317890778439302,0.124569196303602,"medicine","","Twitter attention"
"as.factor(year)2020",0.132911666284909,0.110650692932226,1.20118241253417,0.229680450135219,-0.0839597067266553,0.349783039296472,"medicine","","Twitter attention"
"as.factor(year)2021",0.124125826904566,0.112560381794128,1.10274880847145,0.270136264442187,-0.0964884674980022,0.344740121307134,"medicine","","Twitter attention"
"as.factor(year)2022",0.136908442170162,0.114363196513797,1.19713724645362,0.231253064453749,-0.0872393041537576,0.361056188494081,"medicine","","Twitter attention"
"as.factor(year)2023",-0.101214913575954,0.117730254070321,-0.859718806989898,0.389944065094177,-0.331961971444533,0.129532144292625,"medicine","","Twitter attention"
"R^2",0.614,0.614,0.614,0.614,0.614,0.614,"medicine","","Twitter attention"
"(Intercept)",-3.41781675187394,0.466447718151035,-7.32733084304049,2.34781726305263e-13,-4.33203748012086,-2.50359602362702,"arts","***","Twitter attention"
"alt_twitter_l",0.348333949636046,0.0350480668072942,9.93874930538397,2.82349747702357e-23,0.279641000965996,0.417026898306097,"arts","***","Twitter attention"
"cited_by_total_all_l",0.000270485619182031,0.000132059328447732,2.04821289310953,0.0405391436645961,1.16540916019306e-05,0.00052931714676213,"arts","*","Twitter attention"
"inferred_genderw",0.438015698602708,0.149172780485735,2.93629774263404,0.00332155344126507,0.145642421376968,0.730388975828448,"arts","*","Twitter attention"
"news_all_total_l",0.00103551072748577,0.000826639286694079,1.25267543432035,0.210323849654205,-0.000584672502640501,0.00265569395761205,"arts","","Twitter attention"
"alt_online_all_total_l",-0.0299447168064264,0.0132216871945258,-2.26481812539208,0.0235238426816507,-0.0558587475225513,-0.0040306860903014,"arts","*","Twitter attention"
"coa_tot_cited_by_total_l",-2.28683933026384e-06,3.1888905008889e-06,-0.717126953599186,0.473295765905909,-8.53694986264798e-06,3.9632712021203e-06,"arts","","Twitter attention"
"coa_online_all_total_l",0.00796442650137163,0.00492975943958,1.61558116556904,0.106184898748803,-0.00169772445265153,0.0176265774553948,"arts","","Twitter attention"
"coa_twitter_total_l",-0.00119078540756425,0.000851357898186614,-1.39868956416639,0.161906095013423,-0.00285941622596373,0.000477845410835234,"arts","","Twitter attention"
"as.factor(year)2014",0.626516255825197,0.557527382400637,1.12374078045728,0.261123010690632,-0.466217334074943,1.71924984572534,"arts","","Twitter attention"
"as.factor(year)2015",1.01679921552912,0.529205856340431,1.92136803352952,0.054685325616714,-0.0204252033058037,2.05402363436404,"arts",".","Twitter attention"
"as.factor(year)2016",1.10186464246696,0.514476412999272,2.14172042609954,0.0322159860241582,0.0935094020930343,2.11021988284089,"arts","*","Twitter attention"
"as.factor(year)2017",1.29037220142159,0.50921742154469,2.53402995818034,0.0112759091155589,0.29232439489365,2.28842000794953,"arts","*","Twitter attention"
"as.factor(year)2018",1.63129731980494,0.503373545506096,3.24072914512187,0.00119224407022536,0.644703299842754,2.61789133976712,"arts","*","Twitter attention"
"as.factor(year)2019",1.77175382891941,0.501768299054489,3.53101985968031,0.000413960665591708,0.788306034188688,2.75520162365013,"arts","***","Twitter attention"
"as.factor(year)2020",1.67951907101388,0.50636594791986,3.31680887688698,0.000910518796186987,0.687060050093473,2.67197809193429,"arts","***","Twitter attention"
"as.factor(year)2021",1.77294140291994,0.505659474679939,3.50619634694305,0.000454559765880104,0.781867044105821,2.76401576173407,"arts","***","Twitter attention"
"as.factor(year)2022",1.52769344347002,0.521401109655912,2.92997735366959,0.00338986707723593,0.505766047045211,2.54962083989482,"arts","*","Twitter attention"
"as.factor(year)2023",1.71091217048712,0.516976851716972,3.30945605166823,0.000934774399633393,0.697656160280954,2.72416818069329,"arts","***","Twitter attention"
"R^2",0.251,0.251,0.251,0.251,0.251,0.251,"arts","","Twitter attention"
