term,Estimate,Std. Error,z value,Pr(>|z|),field,stars
as.factor(year)2014,-0.1875217410870387,0.15440967184090953,-1.2144429740142508,0.22457861357047693,soc_sci,
as.factor(year)2015,-0.3781829277313964,0.15321089282683825,-2.468381462660267,0.013572559628366907,soc_sci,*
as.factor(year)2016,-0.44544161104542684,0.15283960902887464,-2.914438304806665,0.003563292317587611,soc_sci,*
as.factor(year)2017,-0.5341767521164177,0.15443260679736487,-3.458963512914894,5.422583575905699e-4,soc_sci,***
as.factor(year)2018,-0.7790250893257273,0.16297004101427215,-4.780173610298742,1.7514388434072817e-6,soc_sci,***
as.factor(year)2019,-0.9080772863394145,0.1629395058032235,-5.573094639406042,2.5025353068412758e-8,soc_sci,***
as.factor(year)2020,-1.1020459356096148,0.1649185526666266,-6.682364826699258,2.351168030149831e-11,soc_sci,***
as.factor(year)2021,-0.8949329573848994,0.17551753000981699,-5.098823788910682,3.4177051985542095e-7,soc_sci,***
as.factor(year)2022,-1.0327111499001393,0.1808984206482285,-5.708790304523051,1.137819719681402e-8,soc_sci,***
as.factor(year)2023,-0.7310695810990842,0.179323184120362,-4.076826901581165,4.565445377300995e-5,soc_sci,***
R^2,0.33,0.33,0.33,0.33,soc_sci,
(Intercept),-0.49144019019243845,0.11123640469611741,-4.417979810970928,9.962772428166612e-6,medicine,***
alt_twitter_l,0.011103606770361886,4.0641465745759305e-4,27.320881682325844,2.3962125587393922e-164,medicine,***
cited_by_total_all_l,1.0365179886052095e-6,4.781130484191324e-6,0.21679349518538085,0.8283692815030885,medicine,
inferred_genderw,0.08223328920478612,0.08745915820602727,0.9402478927486292,0.3470904207439091,medicine,
news_all_total_l,-0.004621085985846024,5.499929549238483e-4,-8.402082143917383,4.3863082366878107e-17,medicine,***
alt_online_all_total_l,-0.0011412045304418415,3.2981649077448694e-4,-3.460119679771087,5.399353549094945e-4,medicine,***
coa_tot_cited_by_total_l,1.0351217351472881e-8,3.667055716643689e-7,0.028227597700497827,0.977480626208525,medicine,
coa_online_news_total_l,-2.8201443298259837e-4,1.4803901907076722e-4,-1.905000686662121,0.05677998184511241,medicine,.
coa_twitter_total_l,2.8263172742268057e-5,1.3932956930459248e-5,2.0285121732114955,0.04250800216943924,medicine,*
as.factor(year)2014,-0.25396918163961224,0.14846180522051766,-1.7106701704346061,0.08714201728449182,medicine,.
as.factor(year)2015,-0.24791592031065215,0.15224648086364773,-1.6283852270627273,0.10344322808026674,medicine,
as.factor(year)2016,-0.7963772784076889,0.15489481751784775,-5.141406866733462,2.7268881581065514e-7,medicine,***
as.factor(year)2017,-0.9093851303704558,0.16027464428593927,-5.673917633210029,1.3956825792773144e-8,medicine,***
as.factor(year)2018,-1.1795440209425487,0.17231839376493582,-6.845142849646083,7.639959596825308e-12,medicine,***
as.factor(year)2019,-1.478542069485912,0.19299825481359772,-7.660909011399729,1.8462162807698506e-14,medicine,***
as.factor(year)2020,-1.3978723862888867,0.1923403095078168,-7.267703737536496,3.656496151085319e-13,medicine,***
as.factor(year)2021,-2.043586014038518,0.21511634863018086,-9.499910290648184,2.100711955889144e-21,medicine,***
as.factor(year)2022,-1.2770714664942195,0.20557196751707782,-6.21228410623704,5.221990041075105e-10,medicine,***
as.factor(year)2023,-0.8888968508027041,0.19606106818587501,-4.533775415117032,5.793863318017487e-6,medicine,***
R^2,0.372,0.372,0.372,0.372,medicine,
(Intercept),-0.8569302956274818,0.5378642808534162,-1.5932091535578665,0.11111327844766873,arts,
alt_twitter_l,0.09578641843844063,0.01962827104289819,4.8800232190138635,1.0607335158618168e-6,arts,***
cited_by_total_all_l,-4.3293755537763414e-6,2.1605167041526e-4,-0.02003861180732881,0.9840125709741012,arts,
inferred_genderw,0.33412182133876606,0.23353920837977687,1.4306883356195321,0.152519557700198,arts,
news_all_total_l,-0.008512028758979915,0.0015196350480933796,-5.601363807487587,2.1267184821361996e-8,arts,***
alt_online_all_total_l,-0.0715505366478525,0.017110372314265557,-4.18170542017944,2.893306801715075e-5,arts,***
coa_tot_cited_by_total_l,-7.002988993509589e-6,6.9664492527928985e-6,-1.0052451025466154,0.31477884218663443,arts,
coa_online_news_total_l,0.011090808209772962,0.009941361512222234,1.115622663569528,0.26458368681473227,arts,
coa_twitter_total_l,9.108460833487368e-5,0.0013293651369457307,0.06851737404829511,0.9453737900858863,arts,
as.factor(year)2014,0.7150242909826701,0.6575588331905244,1.0873921159469777,0.2768635539845013,arts,
as.factor(year)2015,0.8140451505420464,0.6213809317177575,1.310058144674128,0.1901761663730113,arts,
as.factor(year)2016,1.1787081696146589,0.6116842638304053,1.9269878911605707,0.05398113900233365,arts,.
as.factor(year)2017,0.6320590367584518,0.6026853170974338,1.048738070810292,0.2942986871178168,arts,
as.factor(year)2018,0.8946208600768252,0.6290759361505033,1.4221190299397999,0.15499169923136302,arts,
as.factor(year)2019,1.0240229644171857,0.612488130347946,1.671906627538157,0.09454273570342302,arts,.
as.factor(year)2020,1.2144276354484387,0.6403148642158507,1.8966100949970357,0.057879417254529865,arts,.
as.factor(year)2021,1.1710475977151982,0.6371672283011797,1.8378967807830522,0.06607761657911129,arts,.
as.factor(year)2022,0.955099572947865,0.681446635022194,1.4015764754884412,0.16104175588015737,arts,
as.factor(year)2023,1.5508706490380109,0.6792847139980857,2.2830936970596714,0.022424849761714574,arts,*
R^2,0.244,0.244,0.244,0.244,arts,
