term,Estimate,Std. Error,z value,Pr(>|z|),field,stars
alt_twitter_total_l,0.0015020853767685168,1.4169670146473018e-4,10.600708140989449,2.957323781164199e-26,medicine,***
coa_tot_cited_by_total_l,1.0026246535649199e-5,8.992520391278877e-7,11.149539950304533,7.197753726582016e-29,medicine,***
coa_online_news_total_l,-2.47148053078641e-4,3.5292603250979384e-4,-0.7002828647155196,0.48375067069622485,medicine,
coa_twitter_total_l,9.617242815518946e-5,4.170948652698059e-5,2.305768691086102,0.02112356054189873,medicine,*
as.factor(year)2014,0.15532488552814264,0.07356608997792391,2.1113652441600923,0.03474093004374567,medicine,*
as.factor(year)2015,0.49666539683762123,0.07574859802939231,6.556760253766055,5.498931149359074e-11,medicine,***
as.factor(year)2016,0.5363821861467659,0.07820610717567383,6.858571606714733,6.955246646174196e-12,medicine,***
as.factor(year)2017,0.18791626555786473,0.08061273926678122,2.3310988718045085,0.019748146778410174,medicine,*
as.factor(year)2018,0.16611557763614498,0.08253890955789334,2.0125729613574603,0.04415957385752256,medicine,*
as.factor(year)2019,0.2495183915545931,0.086100165964263,2.898001284436072,0.0037554905173873433,medicine,*
as.factor(year)2020,0.13357598992672803,0.0889727086813245,1.5013141884345693,0.13327431689565578,medicine,
as.factor(year)2021,0.2160782666787036,0.09390932690536323,2.3009244533980704,0.021395901638739116,medicine,*
as.factor(year)2022,0.4255980178258871,0.10060124727002949,4.230544147067237,2.331266834610804e-5,medicine,***
as.factor(year)2023,0.14347010164255564,0.10232180200078503,1.4021459633935582,0.16087166399940653,medicine,
R^2,0.247,0.247,0.247,0.247,medicine,
(Intercept),-2.6225860603504825,0.3429440248890924,-7.647271478774481,2.0528862461584075e-14,arts,***
alt_online_all_l,0.13755912127630765,0.02806380598755795,4.901655938517188,9.503217012824294e-7,arts,***
cited_by_total_all_l,8.832018774603436e-4,1.2208097844460187e-4,7.23455765765446,4.670488895711382e-13,arts,***
inferred_genderw,0.17087555279598152,0.16419221234710404,1.0407043693080207,0.2980127747597451,arts,
news_all_total_l,7.446989420576554e-4,8.889561167343144e-4,0.8377229517171165,0.40218631997845733,arts,
alt_twitter_total_l,0.00608703798268595,0.0016891952315397124,3.603513595724264,3.1394431769500987e-4,arts,***
coa_tot_cited_by_total_l,-5.550633239712642e-6,3.845336500343987e-6,-1.4434713943021908,0.14888772504526487,arts,
coa_online_news_total_l,0.0012261176167690918,0.0027982769559873276,0.43816878602585485,0.6612639339571689,arts,
coa_twitter_total_l,1.5272824119850012e-4,6.296295953686642e-4,0.24256839627920257,0.8083397661962944,arts,
as.factor(year)2014,-0.655961180753509,0.51230804405504,-1.2804038280590329,0.2004031483596553,arts,
as.factor(year)2015,0.16857880457506766,0.4272463074107162,0.39457053613107335,0.6931598615921061,arts,
as.factor(year)2016,-0.3817399272163642,0.44911788879373443,-0.8499771145648691,0.39533780997929613,arts,
as.factor(year)2017,0.41219855323081933,0.39976065786764,1.0311133552499243,0.3024876656375492,arts,
as.factor(year)2018,-0.14166467161887206,0.43244311185125417,-0.32759146286876206,0.743220577706553,arts,
as.factor(year)2019,0.19585440885246694,0.41181916171867955,0.4755835256307435,0.6343711144394624,arts,
as.factor(year)2020,0.11313086719941509,0.41643514398942605,0.27166503315648993,0.7858795899139558,arts,
as.factor(year)2021,0.8625315097597154,0.3903039445360765,2.20989698370827,0.027112312630842038,arts,*
as.factor(year)2022,0.36247624871705764,0.4132740917020169,0.8770843757087341,0.3804408104656776,arts,
as.factor(year)2023,0.24469307040679147,0.41712432889007345,0.5866190328861793,0.5574595970561171,arts,
R^2,0.139,0.139,0.139,0.139,arts,
