term,Estimate,Std. Error,t value,Pr(>|t|),field,stars
coa_twitter_total_l,-4.643183348111295e-5,3.6765018340340115e-5,-1.2629351371808237,0.2066283304742793,medicine,
as.factor(year)2014,-0.7940819518038236,0.5093074699746714,-1.559140595058059,0.11898012894866564,medicine,
as.factor(year)2015,-0.34149348789115763,0.3325988597329883,-1.0267428101386455,0.3045549437155904,medicine,
as.factor(year)2016,-0.19823580812199026,0.36467319938799025,-0.543598510816473,0.5867243028978077,medicine,
as.factor(year)2017,-0.2887827491931948,0.3465734868236839,-0.8332511290458592,0.4047138169179454,medicine,
as.factor(year)2018,-0.45173622899776344,0.3062703548004303,-1.474959041635357,0.14024048941638395,medicine,
as.factor(year)2019,0.09552046053349898,0.35300942022751347,0.2705889844864093,0.786710172792831,medicine,
as.factor(year)2020,2.358237022605016,0.5825996726336886,4.04778295178989,5.1914338573059506e-5,medicine,***
as.factor(year)2021,0.5304437201998224,0.4479301524295293,1.1842107911752482,0.23634477128093398,medicine,
as.factor(year)2022,-0.43472655921398634,0.42442334636511986,-1.0242757919353545,0.30571835605046005,medicine,
as.factor(year)2023,0.9514020254238853,0.5603816571171336,1.6977751026297756,0.08956695254389478,medicine,.
R^2,0.338,0.338,0.338,0.338,medicine,
(Intercept),1.447877192402886,0.5447231616127824,2.658005560321873,0.007935915312107947,arts,*
news_all_l,0.7002463899293231,0.05063168672033982,13.830200715948484,2.960950734622959e-41,arts,***
cited_by_total_all_l,-2.0647642920017684e-4,2.6218811866889085e-4,-0.7875125320264014,0.4310943214758439,arts,
inferred_genderw,-0.688037415036071,0.23858347985685965,-2.8838434892846116,0.003979177863238736,arts,*
alt_online_all_total_l,-0.009300758812678517,0.009232416385403919,-1.007402442050019,0.3138882365332773,arts,
alt_twitter_total_l,-0.0032357897452457538,0.0023757797702417286,-1.3619906128405672,0.17338563705991789,arts,
coa_tot_cited_by_total_l,2.5615591012290087e-5,2.980037533831277e-6,8.595727644865423,1.8789599640376732e-17,arts,***
coa_online_news_total_l,-0.004208507039002379,0.003923283524054039,-1.0727002046116743,0.2835615646163995,arts,
coa_twitter_total_l,0.0010477860351492025,8.696434513207568e-4,1.2048455416503103,0.22843467440152815,arts,
as.factor(year)2014,-0.34838166355144956,0.7695216650868213,-0.45272495805838475,0.6508059662352144,arts,
as.factor(year)2015,0.5046723764748062,0.7209434779980292,0.7000165642336054,0.48401504816044116,arts,
as.factor(year)2016,-0.07358528468669913,0.552016403347991,-0.13330271390560652,0.8939701386674156,arts,
as.factor(year)2017,-0.10525202310068188,0.5999712837244381,-0.17542843458658477,0.8607643948120004,arts,
as.factor(year)2018,0.40584848535544443,0.6593239501455813,0.615552468958289,0.5382743114526698,arts,
as.factor(year)2019,-0.16716324846090275,0.508074476085111,-0.3290132772442206,0.7421871556173146,arts,
as.factor(year)2020,-0.3439933864526428,0.6648281153159485,-0.5174170263379515,0.604934014878437,arts,
as.factor(year)2021,-0.7692170656268273,0.588917389780135,-1.3061544436886217,0.1916809963975741,arts,
as.factor(year)2022,0.3683156541260705,0.6111591714614487,0.6026509481078833,0.5468232354754219,arts,
as.factor(year)2023,0.5343999713078287,0.7296094573476741,0.7324466067785302,0.46399942244430337,arts,
R^2,0.495,0.495,0.495,0.495,arts,
