term,Estimate,Std. Error,t value,Pr(>|t|),field,stars
as.factor(year)2016,1.1096501884885734,0.35393721483299606,3.1351611019828973,0.0017203589560689449,soc_sci,*
as.factor(year)2017,0.2786089162307373,0.3992118369919316,0.6978974329269907,0.48525035178035414,soc_sci,
as.factor(year)2018,-1.2850361059527953,0.3446315880547482,-3.728724094056794,1.9304148035889396e-4,soc_sci,***
as.factor(year)2019,-1.0400035374926224,0.3361172426377732,-3.094168955245814,0.0019766738787062475,soc_sci,*
as.factor(year)2020,0.2126450197764746,0.5607461534349444,0.37921797318426875,0.7045304776387977,soc_sci,
as.factor(year)2021,-1.2276252217107397,0.5286506503177602,-2.322186156345105,0.02023400823488847,soc_sci,*
as.factor(year)2022,1.7217608953755652,0.7316265602718243,2.35333295545732,0.018616657209094153,soc_sci,*
as.factor(year)2023,-1.6007536204494062,0.7811299326988611,-2.049279580054864,0.04044924275470218,soc_sci,*
R^2,0.52,0.52,0.52,0.52,soc_sci,
(Intercept),-0.3350632515363228,0.5222030494744739,-0.6416340384712771,0.5211187371394093,medicine,
alt_online_all_l,0.3532052412158129,0.033236644610550835,10.626982517473783,2.6559661347333856e-26,medicine,***
cited_by_total_all_l,7.450907105252717e-4,1.387968151111469e-4,5.368211870918015,8.047466163608417e-8,medicine,***
inferred_genderw,1.4210473807410615,0.8221779908069422,1.7283938473545706,0.08393424171230156,medicine,.
news_all_total_l,0.016729589573931437,0.008617830573089026,1.941276221671504,0.05223987347609234,medicine,.
alt_twitter_total_l,0.002213183317596055,7.332109716391175e-4,3.0184809055003776,0.0025438964121883676,medicine,*
coa_tot_cited_by_total_l,6.418507605118263e-5,1.0269556050629111e-5,6.250034152863956,4.192934912724485e-10,medicine,***
coa_online_news_total_l,0.006936846832608544,0.0031135670382146496,2.227942018742015,0.02589629869391575,medicine,*
coa_twitter_total_l,-5.7534384971087094e-5,3.3542204947895906e-4,-0.1715283329180666,0.8638102209907925,medicine,
as.factor(year)2014,-0.3914108224878821,0.3904846341582959,-1.0023718944321143,0.31617705726766954,medicine,
as.factor(year)2015,-0.0978724782023739,0.3730139077169129,-0.2623829197185085,0.7930291468144854,medicine,
as.factor(year)2016,8.87184436862303,1.022389566194996,8.677557617925594,4.3718350017918536e-18,medicine,***
as.factor(year)2017,2.965603816000102,0.9363979685722836,3.1670335856470593,0.001542514174113226,medicine,*
as.factor(year)2018,0.7220401236108425,1.1239741616910566,0.6423992189682626,0.5206219282326201,medicine,
as.factor(year)2019,-2.2424415902722803,1.0488367377656658,-2.1380273111421975,0.032527526622420457,medicine,*
as.factor(year)2020,2.230139552664462,1.6224675287696646,1.3745357075685836,0.16929200033779532,medicine,
as.factor(year)2021,-1.957350877839824,1.4665199928169224,-1.3346908923349237,0.181993880826548,medicine,
as.factor(year)2022,7.319472993230258,1.6872620822479805,4.338077095573881,1.4449215560585048e-5,medicine,***
as.factor(year)2023,1.0920156069065001,1.5669842408519126,0.6968899740260379,0.48588036625021813,medicine,
R^2,0.345,0.345,0.345,0.345,medicine,
(Intercept),0.17814772190902323,0.21324539877873266,0.8354117975313154,0.40360611080432185,arts,
alt_online_all_l,0.27000382218046204,0.14538055224510593,1.857221051996323,0.06345671083214892,arts,.
cited_by_total_all_l,7.734958600048212e-4,5.090558545280765e-4,1.5194714943842371,0.1288342885639542,arts,
inferred_genderw,-0.24948497597410493,0.32478224484554336,-0.7681607598123243,0.4425009414270118,arts,
news_all_total_l,-3.986621199706814e-4,0.0015336241290059814,-0.2599477358439022,0.7949363251998721,arts,
alt_twitter_total_l,0.01599485372097581,0.011777984572935041,1.3580297734241247,0.17463878502189148,arts,
coa_tot_cited_by_total_l,4.276828565491373e-6,1.2096242974312051e-5,0.35356668798516827,0.7237085399429463,arts,
coa_online_news_total_l,0.004790989379642943,0.006772379167529697,0.7074307656330635,0.47939812525073167,arts,
coa_twitter_total_l,-5.920903730360004e-4,0.0014295947872315013,-0.41416657246115174,0.6788056284728624,arts,
as.factor(year)2014,-0.006996453988240583,0.09787082357695566,-0.07148661605712639,0.9430190874287144,arts,
as.factor(year)2015,-0.0808324136631022,0.12790205270485944,-0.6319868364398119,0.527482504623324,arts,
as.factor(year)2016,-0.11937139630885464,0.15780676714184363,-0.7564402875166842,0.44949259808609277,arts,
as.factor(year)2017,0.408330223453604,0.30037786761861096,1.3593885151753586,0.17420813990930992,arts,
as.factor(year)2018,0.17980728773992885,0.23624909102732874,0.7610919769385659,0.4467102321070412,arts,
as.factor(year)2019,0.12955505511564414,0.2584109598970372,0.5013527876962526,0.6161893379750403,arts,
as.factor(year)2020,-0.3872408850164987,0.30217772777576796,-1.2815004198583828,0.20019692476462045,arts,
as.factor(year)2021,1.5329384272775004,0.7314582830936143,2.0957291245566636,0.036257347903724806,arts,*
as.factor(year)2022,0.34853448121719005,0.8752152208929772,0.3982271707541629,0.690513949618878,arts,
as.factor(year)2023,0.5553684063576858,0.5841700070284911,0.9506965432591945,0.3418968366500519,arts,
R^2,0.077,0.077,0.077,0.077,arts,.
